id,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area,State
zr6CofG4,38,active,14001,married,expensive,soccer,99781,response,urban,NY
jR3LYNPF,36,cozily,98894,single,practical,soccer,82086,no response,rural,WA
nJKmnzQj,54,healthy,95542,married,practical,,137261,no response,urban,CA
6u3H8Otp,37,healthy,57796,single,practical,soccer,86882,no response,urban,SD
CbHXEjH8,66,active,38658,single,expensive,soccer,20764,response,urban,MS
tCoR5bzL,65,active,18320,single,expensive,badminton,57340,response,rural,PA
B6T5OR4x,61,cozily,87973,married,expensive,,111469,no response,rural,NM
Mwv0fmeg,34,cozily,71751,married,expensive,badminton,133676,no response,urban,AR
BWXvAvlo,23,healthy,67816,single,expensive,badminton,109852,no response,rural,KS
l8kYm4WX,31,healthy,42864,single,practical,athletics,80873,no response,rural,KY
yBUxWclg,29,healthy,94780,married,practical,soccer,122304,no response,urban,CA
yWAXj1Ma,58,healthy,81031,single,practical,athletics,36770,response,rural,CO
FLuKye1g,60,active,64409,married,expensive,soccer,135305,response,urban,MO
ZufPJgOb,69,active,45197,married,expensive,badminton,144189,response,urban,OH
bVBNgWvN,57,healthy,36492,married,practical,athletics,134570,response,urban,AL
PayyNRUg,34,active,48090,married,practical,athletics,27298,no response,urban,MI
TorKDp0g,58,cozily,51791,single,practical,badminton,134684,no response,urban,IA
CUg7HCmu,37,active,43802,single,expensive,soccer,80482,no response,urban,OH
K9oDGoiq,61,active,27364,married,practical,,72536,response,urban,NC
l7FwLOKr,20,active,59264,single,expensive,,43096,no response,urban,MT
QuGlq42s,46,active,25375,married,practical,soccer,60979,no response,rural,WV
Ecmhj1C4,44,healthy,82940,married,practical,soccer,57528,no response,rural,WY
ZGDCdZmR,33,active,76717,married,expensive,soccer,99087,no response,rural,TX
FkWIn2WT,68,healthy,33060,single,practical,badminton,146452,response,urban,FL
z4BmlPWY,48,healthy,39946,married,expensive,soccer,124388,no response,urban,GA
4OkVmir1,61,healthy,12450,single,expensive,athletics,20569,response,urban,NY
LKwSmmXI,26,active,77384,married,practical,athletics,26302,no response,urban,TX
X6120SHP,54,active,30080,single,expensive,badminton,83301,no response,urban,GA
2dLAakna,44,active,94924,single,practical,soccer,79095,no response,rural,CA
995FxH3W,45,healthy,92968,single,expensive,badminton,25695,no response,rural,CA
elilMhlI,32,active,13683,single,expensive,badminton,94391,response,urban,NY
5WRybChJ,47,healthy,24312,married,expensive,,115871,no response,urban,VA
I2jAk5Ms,57,healthy,42150,single,practical,,20240,response,urban,KY
yqlOdErT,30,active,63089,single,practical,badminton,115915,no response,urban,MO
8dDKXAZp,48,healthy,11742,single,expensive,athletics,38489,response,urban,NY
QRqjnVHt,30,healthy,42487,single,practical,badminton,96021,no response,urban,KY
J5aaANWn,39,healthy,69005,single,expensive,athletics,26008,no response,urban,NE
B8VOW0M3,25,healthy,41884,single,practical,soccer,100113,no response,urban,KY
uhJEvRkF,57,healthy,23795,single,expensive,soccer,71519,response,rural,VA
u93gArIZ,69,healthy,55365,married,expensive,athletics,122969,no response,rural,MN
f55l8q8j,52,cozily,16406,married,expensive,athletics,110306,no response,urban,PA
Yihj1tsG,37,active,89805,single,practical,soccer,30302,response,rural,NV
YQ4ro7BJ,67,healthy,85485,married,practical,athletics,55442,response,urban,AZ
fapFNoNf,43,cozily,32423,married,expensive,soccer,145748,response,urban,FL
Taw5ZYJm,52,healthy,53651,single,expensive,badminton,110498,no response,urban,WI
jw9L0D7r,53,cozily,97222,married,practical,soccer,125580,no response,urban,OR
EWm0o6rR,49,active,55726,single,expensive,athletics,97205,response,rural,MN
lIJ4DAoQ,57,active,45268,single,practical,badminton,47186,response,rural,OH
mVcQQEeC,55,healthy,74877,single,expensive,athletics,64715,no response,rural,OK
OltfkgpC,38,healthy,25599,married,expensive,soccer,26027,no response,rural,WV
569SBpci,33,active,24334,single,expensive,athletics,53117,no response,rural,VA
DByMjhm1,17,cozily,48190,single,expensive,athletics,100421,no response,urban,MI
MGusCNUD,69,active,85790,married,expensive,badminton,94639,response,urban,AZ
zLrogMlP,59,active,15018,married,expensive,soccer,106279,response,urban,PA
8EertoaM,45,active,85437,married,practical,athletics,108083,no response,urban,AZ
K3YGUrfq,29,healthy,18590,married,expensive,athletics,53746,no response,urban,PA
5RcUrq4e,27,cozily,34559,single,practical,athletics,102464,no response,rural,FL
08looBpl,20,healthy,55708,single,expensive,athletics,111067,no response,urban,MN
ByDfzigI,49,active,62792,married,expensive,athletics,109791,no response,rural,IL
6aJBe36i,55,cozily,72417,married,practical,soccer,83517,no response,urban,AR
C6NEzibA,54,cozily,85191,single,practical,athletics,105214,no response,urban,AZ
tuaIl6w2,26,healthy,51776,single,expensive,athletics,125607,no response,urban,IA
FeLegsMg,40,cozily,92324,single,practical,athletics,122680,no response,rural,CA
WER5Gkg8,50,healthy,66851,single,expensive,soccer,147510,response,rural,KS
M22P7PJV,18,healthy,14103,married,practical,athletics,81816,response,urban,NY
sVN1sk3f,35,active,60588,married,practical,athletics,149696,response,rural,IL
OdhzIRiV,58,active,29329,single,practical,badminton,140645,response,rural,SC
Fgv6aZGQ,39,active,92839,married,expensive,badminton,98783,no response,urban,CA
Ybj9fi90,45,cozily,95697,married,expensive,soccer,80821,response,rural,CA
ad2GgO2A,69,healthy,19532,married,practical,athletics,91712,response,rural,PA
3BOrguo8,32,cozily,83643,married,practical,soccer,65276,no response,rural,ID
vr6Db8b9,67,active,30235,single,expensive,athletics,74287,response,urban,GA
HQ2YKQo5,52,healthy,32195,married,practical,badminton,131773,no response,rural,FL
WDFNYjXu,36,active,15184,married,expensive,badminton,50754,no response,urban,PA
FBpPUZRq,26,cozily,46092,single,practical,athletics,126462,no response,urban,IN
cxzNwL2D,52,cozily,83815,single,practical,,37246,no response,urban,ID
SjsvJudS,24,active,99862,single,practical,soccer,98670,no response,urban,AK
8paadWkI,53,healthy,22624,single,expensive,badminton,90149,no response,urban,VA
SLSZYA1M,48,cozily,57419,single,practical,badminton,120642,no response,urban,SD
r2EcF2YY,31,healthy,87530,married,expensive,athletics,132747,no response,rural,NM
fxCgyGj4,47,healthy,36884,single,expensive,soccer,128599,no response,rural,AL
u20Jw6R7,51,active,91870,married,expensive,badminton,53608,no response,urban,CA
d5y3suKG,30,active,54668,single,expensive,soccer,54154,no response,urban,WI
kieZCleC,15,active,42692,single,practical,soccer,148014,response,urban,KY
pgEX6nZS,19,active,93558,single,expensive,athletics,51803,no response,urban,CA
c9B5Iuwp,51,healthy,31122,single,practical,athletics,61710,no response,rural,GA
dwDriKtw,67,healthy,19102,single,expensive,badminton,62750,response,urban,PA
fpZk0lsV,53,cozily,68758,single,practical,badminton,32845,no response,urban,NE
ZyKoza3r,47,active,73070,married,practical,badminton,28468,no response,urban,OK
flwVkseR,54,active,57808,married,practical,,116308,no response,urban,SD
qeqeFdoz,36,healthy,89270,married,expensive,badminton,101751,no response,urban,NV
OwhtAojv,59,cozily,81010,single,expensive,,127806,response,urban,CO
foQQsBwc,60,active,27565,married,expensive,badminton,104655,no response,urban,NC
IYGOZFTK,15,active,91811,single,practical,soccer,23884,no response,rural,CA
PLHzSwrx,17,cozily,84605,single,expensive,,48715,no response,rural,UT
puBxrreN,65,active,46768,married,expensive,soccer,55562,response,rural,IN
YskwJlzQ,21,healthy,47657,married,expensive,athletics,110112,no response,rural,IN
0o9yTq7f,56,cozily,46772,married,practical,,110083,response,rural,IN
ZqOgwX3i,62,active,25141,single,practical,,57777,response,rural,WV
Ce17y0hN,50,active,88103,single,expensive,badminton,64784,no response,urban,NM
LkrearZt,23,cozily,25222,single,practical,athletics,70644,no response,rural,WV
R9HGIktX,69,healthy,12540,single,practical,athletics,35792,response,rural,NY
IBjGsKbT,69,cozily,98271,single,expensive,,63723,response,rural,WA
Nhgulmtg,44,cozily,43692,single,expensive,badminton,125266,no response,urban,OH
H7Lu7yaj,20,active,55844,married,practical,badminton,78491,no response,urban,MN
F9TYinGx,30,active,19086,married,expensive,athletics,121760,no response,urban,PA
0D1bGvqA,37,healthy,92464,married,practical,badminton,109010,no response,rural,CA
oyQi04ZM,59,healthy,59102,single,expensive,badminton,104565,response,urban,MT
0eEYONg6,16,healthy,56171,married,expensive,badminton,102429,no response,urban,MN
MZvguS07,56,active,73278,married,practical,,41034,response,rural,OK
uyPjWuYw,38,cozily,36946,married,expensive,,24238,no response,urban,AL
tKoYULRL,20,cozily,14756,single,expensive,soccer,43472,response,rural,NY
uQmdPmpk,68,cozily,82251,single,practical,athletics,63161,response,urban,WY
N1B5lYi0,20,cozily,15838,single,expensive,badminton,36941,no response,rural,PA
VstgrW7i,37,cozily,89016,single,expensive,,140353,response,urban,NV
gZZbUE75,50,cozily,22434,married,expensive,athletics,101725,no response,urban,VA
2eVsW3AJ,25,cozily,38908,single,practical,badminton,53141,no response,urban,MS
O9gnln4W,44,healthy,57864,single,practical,badminton,121597,no response,urban,SD
bVA6BhXx,20,active,95733,married,expensive,soccer,30466,no response,urban,CA
4kmMwNgA,37,cozily,60977,single,expensive,badminton,33865,no response,urban,IL
2EE9DVbR,41,cozily,21635,married,practical,badminton,39180,no response,urban,MD
ZROHcZrr,48,cozily,87982,single,expensive,soccer,66836,no response,rural,NM
qffPr6YB,35,active,46489,married,expensive,badminton,106044,no response,rural,IN
ELW5UjPR,36,healthy,12365,married,practical,athletics,21518,response,rural,NY
p0btGuXk,37,healthy,76954,married,practical,badminton,55594,no response,urban,TX
LFvVWFez,26,healthy,42181,single,practical,soccer,98947,no response,rural,KY
3uHV19Ie,22,healthy,46329,married,expensive,soccer,23997,no response,urban,IN
ZOuQ5znx,68,healthy,37527,married,expensive,soccer,81775,response,urban,TN
sVKwbQan,42,cozily,58118,single,expensive,athletics,61804,no response,rural,ND
2v54agY2,45,healthy,48608,married,practical,soccer,84783,no response,rural,MI
nsEVaaWQ,23,cozily,97034,married,practical,soccer,118389,no response,urban,OR
CEzF0z24,62,cozily,15431,married,expensive,soccer,30706,response,urban,PA
IQK0sR2m,29,cozily,64978,married,expensive,soccer,124718,no response,urban,MO
Sq619lsK,55,cozily,72711,single,practical,badminton,129798,no response,urban,AR
Ah7wY6QL,17,cozily,45437,married,expensive,soccer,126892,no response,urban,OH
JP53CEsN,32,cozily,89521,single,practical,badminton,45532,no response,urban,NV
FIFr7JUN,25,cozily,14812,married,expensive,athletics,131378,response,rural,NY
iYkFIJFf,40,active,66525,married,expensive,athletics,78664,no response,urban,KS
fg7HTnps,28,cozily,50663,married,expensive,athletics,117441,no response,rural,IA
Gm5Y7uav,24,active,91443,married,practical,,75024,no response,urban,CA
z3Fi8tB3,47,active,43368,married,expensive,athletics,91285,no response,rural,OH
L22bQbMl,26,active,62668,married,expensive,athletics,36008,no response,urban,IL
vaTPLxBS,46,healthy,27069,married,practical,soccer,21862,no response,urban,NC
pBtJFXL0,18,cozily,72964,single,practical,athletics,112693,no response,rural,AR
yA6IMuTd,27,active,88416,married,expensive,,116795,no response,rural,NM
no6ZVXPg,44,cozily,79756,single,expensive,badminton,51943,no response,rural,TX
B2nPlKk6,45,active,91845,married,expensive,,104517,response,rural,CA
qULdvcmC,25,healthy,16420,married,practical,soccer,45115,no response,rural,PA
G9K1dGER,23,cozily,15907,married,expensive,badminton,54659,no response,urban,PA
GQA0q7vV,69,healthy,29258,single,expensive,,74075,response,urban,SC
oty4ghzM,47,active,12857,married,expensive,badminton,61218,response,urban,NY
76lO6Kaf,55,cozily,60204,married,expensive,badminton,112424,no response,rural,IL
jRZxe1DM,50,healthy,91763,married,expensive,athletics,84538,no response,urban,CA
ULEscout,55,active,23496,married,expensive,,21240,no response,rural,VA
9zEzVBNH,63,healthy,38623,single,practical,badminton,45252,response,urban,MS
z7UPprRE,43,active,49267,single,expensive,soccer,41332,no response,rural,MI
nu5lhVpz,58,active,21502,married,expensive,badminton,33753,no response,rural,MD
8tWCk9yG,40,cozily,31098,married,practical,athletics,41347,no response,urban,GA
gfrLnKYO,47,healthy,38591,married,practical,badminton,115264,no response,urban,TN
wn3LbyQr,56,cozily,46730,single,expensive,badminton,111314,response,urban,IN
uPeAWUfw,42,active,69140,married,practical,athletics,149406,response,rural,NE
FQeuDb1z,17,cozily,82847,married,practical,soccer,122693,no response,urban,WY
GFKJgupL,60,cozily,90735,married,expensive,soccer,113144,response,urban,CA
OREZJ5l6,63,active,66585,married,expensive,soccer,51087,response,rural,KS
xQcJ01g0,38,cozily,59809,single,expensive,badminton,35370,no response,urban,MT
wDIlFURs,50,cozily,99868,single,practical,athletics,103845,no response,urban,AK
jqVHFzTc,56,cozily,80750,single,expensive,badminton,93582,response,urban,CO
g8FydQXg,30,active,41676,married,practical,badminton,80074,no response,urban,KY
XkgMAme8,35,healthy,22768,single,expensive,badminton,31438,no response,urban,VA
4mPzIJWc,23,active,96084,single,practical,badminton,60502,no response,rural,CA
GQAODgCj,17,healthy,98283,single,practical,,132481,no response,urban,WA
UZvVcVH6,49,healthy,23280,married,expensive,,83121,no response,urban,VA
kiyJCprL,37,healthy,66557,single,expensive,badminton,96349,no response,rural,KS
dUaFVLqK,25,cozily,61652,single,practical,athletics,49224,no response,urban,IL
rUOu4LKx,22,healthy,36235,married,practical,soccer,134873,no response,urban,AL
kpSQTEeg,40,active,84260,single,expensive,,23991,no response,urban,UT
FOOsoGVC,47,cozily,52449,single,practical,athletics,136068,no response,rural,IA
gdpSykUD,29,active,79934,married,practical,athletics,68150,no response,rural,TX
6AIOyDBk,23,cozily,63584,single,expensive,athletics,117514,response,rural,MO
HC27yg5C,20,healthy,63659,single,practical,soccer,115547,no response,urban,MO
psdHtJ73,54,healthy,30974,single,practical,soccer,78172,no response,rural,GA
cUKNJ1fR,17,cozily,35098,married,expensive,,79884,no response,rural,AL
fuc1mEA6,17,cozily,95830,single,practical,badminton,130211,no response,rural,CA
iAeFLwpf,67,cozily,76184,married,expensive,badminton,27637,response,rural,TX
FCA6kHxZ,68,healthy,70919,single,practical,athletics,24705,response,urban,LA
q9lxFv7d,25,healthy,49813,married,expensive,athletics,49871,no response,urban,MI
uT0h6Na9,64,active,80912,married,practical,badminton,65847,response,rural,CO
WLme1vIg,35,cozily,53480,married,expensive,athletics,118351,no response,urban,WI
61byAYRu,47,active,81700,married,practical,soccer,106633,no response,urban,CO
npjnu83O,18,cozily,68800,single,practical,athletics,25788,no response,rural,NE
YH9JQzgQ,21,active,94008,married,practical,badminton,117806,no response,urban,CA
gHnHmZw5,66,healthy,61194,married,practical,soccer,42792,no response,urban,IL
KNGunkyy,56,active,74473,single,expensive,badminton,29788,response,rural,OK
OGN49zWg,53,healthy,39932,married,practical,soccer,46926,no response,rural,GA
bTypgcRI,36,cozily,22260,married,practical,soccer,56130,no response,urban,VA
FZcavILO,40,cozily,14506,single,expensive,athletics,70565,response,rural,NY
VpJ2yLlV,37,healthy,90749,single,practical,,46306,no response,rural,CA
6UuVVZ3e,31,healthy,79423,married,expensive,athletics,62909,no response,rural,TX
hlGAcYCD,51,cozily,76293,single,practical,badminton,97201,no response,rural,TX
TVeezYfY,56,cozily,63207,married,practical,athletics,81815,no response,urban,MO
1umwACts,58,active,99263,married,practical,soccer,116558,response,rural,WA
rgxIwuqT,54,cozily,98950,single,expensive,badminton,80695,no response,rural,WA
sE2MnJbG,41,cozily,60312,married,expensive,athletics,68707,no response,urban,IL
DWZu3bfg,39,healthy,11213,single,practical,soccer,71738,response,rural,NY
QAILHfDo,16,healthy,30788,married,expensive,badminton,48803,no response,urban,GA
Jxh0u3JN,32,cozily,28837,married,practical,soccer,132783,no response,urban,NC
